Id,Name,Surname,City,OfficialEmail,Birthday,SSN
900965,Edgardo,Lombardo,Sant'Agata,s900965@students.politu.it,08/12/2000,MU97114208
900966,Secondo,Gallo,Sant'Andrea,s900966@students.politu.it,09/12/2000,NZ72667297
900967,Boris,Marchesi,Fiamenga,s900967@students.politu.it,09/12/2000,TT24818236
900968,Quintino,Udinese,San Vito Sullo Jonio,s900968@students.politu.it,02/01/2001,ST0943609
900969,Ruggero,Panicucci,Roma,s900969@students.politu.it,02/01/2001,TK55441613
900970,Dalila,Rossi,Ognio,s900970@students.politu.it,03/01/2001,YC66871185
900971,Colombano,Romano,Guardiaregia,s900971@students.politu.it,03/01/2001,QY67693762
900972,Liberato,Pugliesi,Rogolo,s900972@students.politu.it,04/01/2001,YC33814899
900973,Dolcelino,Costa,Ripaberarda,s900973@students.politu.it,07/01/2001,XM48339706
900974,Casimiro,Romano,Verchiano,s900974@students.politu.it,08/01/2001,YE78495001
900975,Fortunato,Lori,Assago,s900975@students.politu.it,09/01/2001,QP1111794
900976,Cornelio,Boni,Marsala,s900976@students.politu.it,09/01/2001,AR95202633
900977,Alberto,Loggia,Maccagno,s900977@students.politu.it,10/01/2001,DS11913468
900978,Carola,Palerma,Gasperina,s900978@students.politu.it,01/02/2001,PH57921265
900979,Quinzia,Mazzanti,Guidomandri,s900979@students.politu.it,04/02/2001,YT16714153
900980,Luigia,Fiorentino,Castell'Alfero,s900980@students.politu.it,06/02/2001,MB20058968
900981,Orsola,Rossi,San Benedetto Val Di Sambro,s900981@students.politu.it,01/03/2001,YH50821227
900982,Maura,Gallo,Monterosso,s900982@students.politu.it,03/03/2001,TY69469729
900983,Quintiliano,Marcelo,Pezzolo,s900983@students.politu.it,04/03/2001,PA73218168
900984,Mara,Manna,Sorgono,s900984@students.politu.it,05/03/2001,CL80712052
900985,Marcella,Mazzi,Caglio,s900985@students.politu.it,06/03/2001,WO51114953
900986,Cornelio,Pagnotto,Castiglione Della Pescaia,s900986@students.politu.it,06/03/2001,PL54833330
900987,Maurizio,Endrizzi,Casez,s900987@students.politu.it,06/03/2001,RF29917486
900988,Italo,Bergamaschi,San Piero A Grado,s900988@students.politu.it,08/03/2001,AL43176622
900989,Principio,Palerma,Genova,s900989@students.politu.it,09/03/2001,EF3881616
900990,Albertina,Capon,Monreale,s900990@students.politu.it,01/04/2001,EY70759790
900991,Amelia,Sal,Arcara,s900991@students.politu.it,05/04/2001,CA9844624
900992,Settimio,Cremonesi,Niella Belbo,s900992@students.politu.it,06/04/2001,TK39646674
900993,Giuliano,Gallo,Laurein,s900993@students.politu.it,06/04/2001,BO85310361
900994,Filiberto,Romani,Poggio San Francesco,s900994@students.politu.it,07/04/2001,AL80067471
900995,Letterio,Genovesi,San Vito Di Fagagna,s900995@students.politu.it,07/04/2001,SD59808408
900996,Emilia,Romano,Inverso Pinasca,s900996@students.politu.it,08/04/2001,KS62535128
900997,Agnese,Zetticci,Sant'Ippolito Di Cosenza,s900997@students.politu.it,10/04/2001,ZF99122824
900998,Rina,DeRose,Gabbiana,s900998@students.politu.it,10/04/2001,MG37490328
900999,Dafne ,Udinesi,Breia,s900999@students.politu.it,10/04/2001,RN28322551
901000,Gustavo,Marchesi,Messina,s901000@students.politu.it,02/05/2001,KG78846792
901001,Oscar,Udinesi,Mombello Di Torino,s901001@students.politu.it,02/05/2001,LK55002816
901002,Fiorella,Sal,Trappitello,s901002@students.politu.it,03/05/2001,PR95472172
901003,Dalila,Trevisano,Viu,s901003@students.politu.it,04/05/2001,YN85950682
901004,Santina,Piccio,Cavedine,s901004@students.politu.it,04/05/2001,LV51337597
901005,Nunzio,Onio,Meduno,s901005@students.politu.it,05/05/2001,LE46392438
901006,Lionella,Nucci,Mugnano,s901006@students.politu.it,05/05/2001,TG65500335
901007,Nunzia,Toscano,Pieve San Lorenzo,s901007@students.politu.it,06/05/2001,XU60691472
901008,Abela,Greco,San Martino Spino,s901008@students.politu.it,07/05/2001,KW18965991
901009,Alfredina,Longo,Cornovecchio,s901009@students.politu.it,09/05/2001,YS67755417
901010,Fernanda,Bianchi,San Biagio Della Cima,s901010@students.politu.it,03/06/2001,WW35304997
901011,Guendalina,Fiorentini,Fornaci,s901011@students.politu.it,03/06/2001,CL78468188
901012,Liliana,Genovese,Aviatico,s901012@students.politu.it,05/06/2001,OP79584115
901013,Vincenza,Trentino,Verghera,s901013@students.politu.it,06/06/2001,XY56633291
901014,Delmina,Trevisano,Brissago Valtravaglia,s901014@students.politu.it,08/06/2001,GE89323463
901015,Guido,Beneventi,Carrega Ligure,s901015@students.politu.it,08/06/2001,DT29220042
901016,Ambra,Barese,Romentino,s901016@students.politu.it,09/06/2001,GU27747647
901017,Raul,Bergamaschi,Perticato,s901017@students.politu.it,01/07/2001,ND9699683
901018,Jole,Sagese,Santa Teresa Di Gallura,s901018@students.politu.it,01/07/2001,WF68256610
901019,Eleuterio,Mazzi,Villabate,s901019@students.politu.it,02/07/2001,SL72216080
901020,Fantino,Endrizzi,Pontboset,s901020@students.politu.it,05/07/2001,SE63553339
901021,Carolina,Lorenzo,Montappone,s901021@students.politu.it,06/07/2001,HF71684343
901022,Prisca,DeRose,San Giovanni Di Bellagio,s901022@students.politu.it,10/07/2001,FL3311867
901023,Isidora,Calabresi,Alliste,s901023@students.politu.it,02/08/2001,EE7512074
901024,Cipriano,Padovano,Prossedi,s901024@students.politu.it,05/08/2001,OW83269944
901025,Fiore,Lucchese,Sant'Ambrogio Sul Garigliano,s901025@students.politu.it,06/08/2001,HR17924370
901026,Adriano,Fanucci,Pian Di Pieca,s901026@students.politu.it,07/08/2001,XI71070927
901027,Colombano,Greco,Lumezzane Sant'Apollonio,s901027@students.politu.it,09/08/2001,TH84441306
901028,Andrea,Zetticci,Sesto Campano,s901028@students.politu.it,10/08/2001,ET3459572
901029,Giordana,Mancini,Castelnovo Del Friuli,s901029@students.politu.it,10/08/2001,PN68104527
901030,Mareta,Toscano,Torre Spaccata,s901030@students.politu.it,01/09/2001,QY63657586
901031,Alberta,Greece,Piccianello,s901031@students.politu.it,06/09/2001,YN61966357
901032,Giacobbe,Padovano,Perugia,s901032@students.politu.it,08/09/2001,GM90866762
901033,Agamennone,Trentino,Laatsch,s901033@students.politu.it,01/10/2001,MQ63219969
901034,Concetta,Iadanza,Mesoraca,s901034@students.politu.it,03/10/2001,UT2838906
901035,Medardo,Sabbatini,S'Ena Sa Chitta,s901035@students.politu.it,03/10/2001,ZT58938540
901036,Bonaventura,Onio,Nociazzi Inferiore,s901036@students.politu.it,06/10/2001,JB50139880
901037,Nunzia,Zetticci,Ripi,s901037@students.politu.it,06/10/2001,XW57604930
901038,Efisio,Pisano,Stagno,s901038@students.politu.it,06/10/2001,MC89565930
901039,Consuelo,Panicucci,Casal Di Principe,s901039@students.politu.it,07/10/2001,PW38290240
901040,Teresa,Baresi,Castelverde,s901040@students.politu.it,07/10/2001,AF34604599
901041,Smeralda,Cattaneo,Bagni Di Lucca Ponte,s901041@students.politu.it,09/10/2001,UJ28934423
901042,Cesare,Trevisano,Maiori,s901042@students.politu.it,09/10/2001,UO38329807
901043,Grazia,Schiavone,Bircolovo,s901043@students.politu.it,09/10/2001,BJ69600892
901044,Guglielma,Zetticci,Maiorca,s901044@students.politu.it,02/11/2001,LP42392095
901045,Osvaldo,Lucchese,Roccamandolfi,s901045@students.politu.it,02/11/2001,TH39848139
901046,Amalio,Pisani,Apricale,s901046@students.politu.it,03/11/2001,BZ65536587
901047,Gaetana,Pinto,Albaredo D'Adige,s901047@students.politu.it,05/11/2001,LK74346104
901048,Ottone,Trevisani,Battaglia Terme,s901048@students.politu.it,05/11/2001,SW94434709
901049,Assunta,Pisani,Valdibrana,s901049@students.politu.it,08/11/2001,DT84776408
901050,Diamante,Boni,Mediis,s901050@students.politu.it,08/11/2001,SK82247322
901051,Principio,Folliero,Fratta Terme,s901051@students.politu.it,08/11/2001,NC25467663
901052,Valente,Bellucci,Commessaggio,s901052@students.politu.it,09/11/2001,PD31710358
901053,Emanuele,Fallaci,Condro,s901053@students.politu.it,09/11/2001,SW99736094
901054,Petronio,Zetticci,Malfa,s901054@students.politu.it,10/11/2001,WE63915825
901055,Damiano,Bergamaschi,Villa Di Teolo,s901055@students.politu.it,01/12/2001,AF6029476
901056,Celio,Lucchesi,Modigliana,s901056@students.politu.it,01/12/2001,RR8790356
901057,Alberto,Sabbatini,Lierna,s901057@students.politu.it,05/12/2001,ZW32308307
901058,Igor,Calabresi,Filicudi,s901058@students.politu.it,05/12/2001,TQ83043733
901059,Carmen,Trevisano,Cividale Mantovano,s901059@students.politu.it,06/12/2001,MG18462286
901060,Ilenia,Padovano,Verona,s901060@students.politu.it,06/12/2001,IA38798805
901061,Giorgio,Pisani,Settimo Rottaro,s901061@students.politu.it,06/12/2001,VQ9450554
901062,Proserpina,Longo,Altofonte,s901062@students.politu.it,07/12/2001,VO41103915
901063,Eric,Sagese,Abtei,s901063@students.politu.it,08/12/2001,NU5085811
901064,Guglielmo,Mazzi,Madonna Della Pace,s901064@students.politu.it,1/13/1996,LM37044291
901065,Filiberta,Trevisani,Sillavengo,s901065@students.politu.it,1/13/1999,ZP74761137
901066,Luigina,Lombardi,Salbertrand,s901066@students.politu.it,1/14/1992,AE95692109
901067,Tamara,Bruno,Bedizzole,s901067@students.politu.it,1/14/1993,RK30687258
901068,Marisa,Toscano,Madonna Della Scala,s901068@students.politu.it,1/14/1993,DF13943797
901069,Ave,Padovesi,Penzale,s901069@students.politu.it,1/14/1998,ZC72483111
901070,Regina,Mancini,Cavagnolo,s901070@students.politu.it,1/14/1999,MC26622284
901071,Serena,Marino,Bagnoli,s901071@students.politu.it,1/14/2000,GT13891460
901072,Elvio,Cremonesi,Sequals,s901072@students.politu.it,1/14/2000,WQ5040240
901073,Ezio,Esposito,Casal Di Basso,s901073@students.politu.it,1/14/2001,TQ34598019
901074,Palmira ,Cocci,Civitella,s901074@students.politu.it,1/14/2001,ER96010886
901075,Ludovico,Loggia,Rocchetta A Volturno,s901075@students.politu.it,1/15/1992,RG90842554
901076,Cosma,Cattaneo,Ranco,s901076@students.politu.it,1/15/1993,NA72254975
901077,Filiberta,Pisano,San Menaio,s901077@students.politu.it,1/15/1994,GX17501407
901078,Ileana,Milano,Villalba,s901078@students.politu.it,1/15/1996,JG28309951
901079,Tarquinia,Genovesi,Bedonia,s901079@students.politu.it,1/15/1997,OL4129530
901080,Emidio,Longo,Bonifati,s901080@students.politu.it,1/15/1998,TF93992769
901081,Flora,Nucci,Pietrarubbia,s901081@students.politu.it,1/15/1998,TF81223385
901082,Daphne,Trevisan,Camburzano,s901082@students.politu.it,1/15/1999,AH23984700
901083,Olinto,Genovese,Casalincontrada,s901083@students.politu.it,1/16/1993,TT84272282
901084,Prospero,Trevisan,Madonna Del Pilone,s901084@students.politu.it,1/16/1994,BV11454061
901085,Averardo,Lo Duca,Corbetta,s901085@students.politu.it,1/16/1994,FO73404369
901086,Alfredina,Pagnotto,Cinaglio,s901086@students.politu.it,1/16/1994,BM40328818
901087,Lucia,Castiglione,Castagnaro,s901087@students.politu.it,1/16/1995,CR45203471
901088,Abelardo,Costa,Barge,s901088@students.politu.it,1/16/1996,XI22209832
901089,Oscar,Siciliani,Fianello,s901089@students.politu.it,1/16/1998,JL18912475
901090,Quintilia,Sagese,Torri Del Benaco,s901090@students.politu.it,1/16/1998,ZO94804685
901091,Gaudenzio,Calabresi,San Patrizio,s901091@students.politu.it,1/16/1999,NP15332381
901092,Norma,Folliero,Camporosso In Valcanale,s901092@students.politu.it,1/16/2001,EC81607438
901093,Vala ,Gallo,Ripa Teatina,s901093@students.politu.it,1/17/1994,MN2189023
901094,Gianni,Bruno,Monti,s901094@students.politu.it,1/17/1995,OZ2879381
901095,Rosarmosario,Calabresi,Pastena Di Salerno,s901095@students.politu.it,1/17/1997,TM5886241
901096,Ettore,Costa,Begosso,s901096@students.politu.it,1/17/1998,CH82685640
901097,Batilda,Pinto,Santa Lucia Delle Spianate,s901097@students.politu.it,1/18/1995,FS78945553
901098,Flavia,De Luca,Sant'Anastasio,s901098@students.politu.it,1/18/1996,OO23869857
901099,Amalio,Udinesi,Stallavena,s901099@students.politu.it,1/18/1997,OM24551500
901100,Abbondio,Giordano,Annone Veneto,s901100@students.politu.it,1/18/1997,AY11154577
901101,Cora,Buccho,Civitella San Paolo,s901101@students.politu.it,1/18/1998,NY62406984
901102,Liliana,Lorenzo,Garofalo,s901102@students.politu.it,1/18/2000,AG32592181
901103,Alina,Dellucci,Fontanelice,s901103@students.politu.it,1/19/1992,MR91845642
901104,Fidenzio,Rossi,Sant'Ambrogio Sul Garigliano,s901104@students.politu.it,1/19/1993,BI4939443
901105,Bonacata,Zito,Campomorone,s901105@students.politu.it,1/19/1995,AC34046977
901106,Ermes,Romano,Rivalta,s901106@students.politu.it,1/19/1996,NC7238843
901107,Ninfa,Siciliani,Genova,s901107@students.politu.it,1/19/1997,GB86239658
901108,Annabella,Lucchese,Pielungo,s901108@students.politu.it,1/19/1998,KL48030729
901109,Raul,Pagnotto,Marcheno,s901109@students.politu.it,1/19/1999,HZ97204664
901110,Crispino,Romano,Lazzaro,s901110@students.politu.it,1/19/1999,BR16212083
901111,Callimaco,Rizzo,Lasa,s901111@students.politu.it,1/19/2001,RC1293327
901112,Cornelio,Bergamaschi,Loceri,s901112@students.politu.it,1/19/2001,QV7957128
901113,Violante,Schiavone,Val Di Nizza,s901113@students.politu.it,1/20/1992,FA29805767
901114,Venanzio,Panicucci,Trani,s901114@students.politu.it,1/20/1993,OW65921482
901115,Giovanni,Ferrari,Pozzonovo,s901115@students.politu.it,1/20/1995,ED12329324
901116,Frediana,Romani,Gallignano Di Ancona,s901116@students.politu.it,1/20/1996,UK78890209
901117,Aurora,Longo,Lagnasco,s901117@students.politu.it,1/20/1996,TB98988933
901118,Tranquillino,Schiavone,Filicudi,s901118@students.politu.it,1/20/1997,JQ88212165
901119,Adele,Ferrari,Castel Di Leva,s901119@students.politu.it,1/20/1999,JG48864447
901120,Alberico,Marcelo,Cattabrighe,s901120@students.politu.it,1/20/2001,AI15952192
901121,Crescente,Milanesi,Mirabello Monferrato,s901121@students.politu.it,1/21/1992,MG70883935
901122,Consolata,Udinesi,Sangano,s901122@students.politu.it,1/21/1993,TQ20167841
901123,Mafalda,Udinese,Zoldo Alto,s901123@students.politu.it,1/21/1993,HX68664667
901124,Napoleone,Trentino,Andonno,s901124@students.politu.it,1/21/1995,TM97670110
901125,Giona,Mazzanti,Formicola,s901125@students.politu.it,1/21/1996,YS27615145
901126,Rosarmosario,Piccio,Cereta,s901126@students.politu.it,1/21/1996,KN24140481
901127,Dalia,Bellucci,Perrazze,s901127@students.politu.it,1/21/1999,EV75681688
901128,Celeste,Costa,Griante,s901128@students.politu.it,1/21/1999,ZZ29495324
901129,Romolo,Toscani,Passo Di Mirabella,s901129@students.politu.it,1/21/2000,OE8462790
901130,Serena,Pirozzi,Forno Alpi Graie,s901130@students.politu.it,1/21/2000,CP18874457
901131,Adalberto,Gallo,Mason Vicentino,s901131@students.politu.it,1/21/2001,JH56828744
901132,Nestore,Castiglione,Torre Bormida,s901132@students.politu.it,1/22/1992,NU50050662
901133,Eliano,Genovesi,Santa Cristina,s901133@students.politu.it,1/22/1993,PK95792155
901134,Delma,Lucciano,Cozzuolo,s901134@students.politu.it,1/22/1995,JO93857308
901135,Abela,Fanucci,Luras,s901135@students.politu.it,1/22/1995,HR51101305
901136,Anastasio,Marcelo,Auditore,s901136@students.politu.it,1/22/1998,AA22256075
901137,Emilia,Mazzi,Introbio,s901137@students.politu.it,1/22/1999,VA55903683
901138,Dante,Mancini,Carpenedolo,s901138@students.politu.it,1/22/1999,HM98418131
901139,Claudia,Bruno,Cerretto Langhe,s901139@students.politu.it,1/22/2000,CW38826440
901140,Gioacchino,Angelo,Corsagna,s901140@students.politu.it,1/23/1992,VN47752421
901141,Belinda,Nucci,Bari,s901141@students.politu.it,1/23/1993,ML8008398
901142,Tamara,Bergamaschi,Anzano Di Puglia,s901142@students.politu.it,1/23/1994,QI83890149
901143,Emiliano,Bianchi,Santo Stino Di Livenza,s901143@students.politu.it,1/23/1995,KZ70721503
901144,Valeria,Udinesi,Salcedo,s901144@students.politu.it,1/23/1997,GQ83240559
901145,Leonida,Mancini,Chiusano D'Asti,s901145@students.politu.it,1/23/1997,NG49291570
901146,Ambrosia,Buccho,Lardaro,s901146@students.politu.it,1/23/1999,FM92490526
901147,Deodata,Bergamaschi,Rubano,s901147@students.politu.it,1/23/2001,JB84143930
901148,Natalina,Bellucci,Castelvecchio Subequo,s901148@students.politu.it,1/24/1992,MW40717859
901149,Selene,Gallo,Alzate Brianza,s901149@students.politu.it,1/24/1996,AG99923142
901150,Addolorata,Milano,Riva,s901150@students.politu.it,1/24/1996,JE0691046
901151,Gandolfo,Pirozzi,Santa Maria Nuova,s901151@students.politu.it,1/24/1996,VU87833764
901152,Romola,Fiorentini,Argegno,s901152@students.politu.it,1/24/1997,PL73015748
901153,Gandolfo,Trentino,Castellar Ponzano,s901153@students.politu.it,1/24/1997,SE3658808
901154,Gennaro,Mazzanti,Liscia,s901154@students.politu.it,1/24/1997,UB80836297
901155,Patrizio,Costa,Corfino,s901155@students.politu.it,1/24/1999,DK13869032
901156,Alessio,Milano,Mello,s901156@students.politu.it,1/24/1999,PG82246321
901157,Emma,Milano,Campo Di Pietra Di Salgareda,s901157@students.politu.it,1/24/2000,BE92043345
901158,Franco,Bergamaschi,Santa Maria Della Neve,s901158@students.politu.it,1/24/2001,ND54940683
901159,Petronilla,Ferri,Serrenti,s901159@students.politu.it,1/25/1993,IE30291334
901160,Alcide,Fiorentino,Capriati Al Volturno,s901160@students.politu.it,1/25/1995,GJ73340233
901161,Agnese,Panicucci,Pistoia,s901161@students.politu.it,1/25/1995,FT19143339
901162,Edgardo,Marino,Porto Ercole,s901162@students.politu.it,1/25/1997,QT6868166
901163,Vera,Bruno,Sant'Anna D'Alfaedo,s901163@students.politu.it,1/25/1997,KX99703522
901164,Silvana,Bianchi,Martignano,s901164@students.politu.it,1/25/1999,LU76692116
901165,Ramiro,Folliero,Olmi,s901165@students.politu.it,1/25/1999,IZ55722078
901166,Duccio,Folliero,Cattabrighe,s901166@students.politu.it,1/26/1993,WF56644963
901167,Callisto,Padovano,Pedescala,s901167@students.politu.it,1/26/1993,IK52200027
901168,Lucrezia,Milani,Strada San Zeno,s901168@students.politu.it,1/26/1995,XN66131710
901169,Biagio,Bergamaschi,Fontanelle,s901169@students.politu.it,1/26/1995,ZF1406920
901170,Fiorello,Dellucci,Isola Farnese,s901170@students.politu.it,1/26/1996,ZB71640659
901171,Dora,Russo,Panettieri,s901171@students.politu.it,1/26/1997,LU72073001
901172,Dionisio,Manfrin,Pilastro,s901172@students.politu.it,1/26/1997,UF98908974
901173,Lucrezia,Pinto,Meda,s901173@students.politu.it,1/26/1998,DK46273317
901174,Diana,Genovesi,Padova,s901174@students.politu.it,1/26/1999,OA90736009
901175,Procopio,Sal,Pelos,s901175@students.politu.it,1/26/1999,UF66555727
901176,Tecla,Monaldo,Padria,s901176@students.politu.it,1/26/2000,NE45894539
901177,Delfina,Pinto,Chiesanuova,s901177@students.politu.it,1/26/2000,HW66189800
901178,Lino,Conti,Santa Cristina,s901178@students.politu.it,1/26/2001,EN89165124
901179,Rufino,Sabbatini,Carceri,s901179@students.politu.it,1/27/1992,WC97389554
901180,Adelaide,Calabrese,Gazoldo Degli Ippoliti,s901180@students.politu.it,1/27/1992,HN62540450
901181,Natascia,Bruno,Petricci,s901181@students.politu.it,1/27/1993,NZ89335129
901182,Ginevra,Ferri,Guinadi,s901182@students.politu.it,1/27/1994,ED39080814
901183,Baldovino,Buccho,Tole,s901183@students.politu.it,1/27/1994,MK31430154
901184,Settimo,Pisani,Summaga,s901184@students.politu.it,1/27/1995,HJ45754822
901185,Maddalena,Giordano,San Costantino Albanese,s901185@students.politu.it,1/27/1995,SJ53835417
901186,Monica,Onio,Pontoglio,s901186@students.politu.it,1/27/1998,HK49096482
901187,Renato,Ricci,Moena,s901187@students.politu.it,1/27/1998,GS13946395
901188,Simone,Siciliani,Zoagli,s901188@students.politu.it,1/27/1998,DE57628604
